ORIGIN_CODE_R9,891126d06c3ffff,891126d06cbffff,891126d06d3ffff,891126d06dbffff,891126d1483ffff,891126d1487ffff,891126d148fffff,891126d1493ffff,891126d1497ffff,891126d14a3ffff,891126d14a7ffff,891126d14b3ffff,891126d14b7ffff,891126d14bbffff,891126d1593ffff,891126d159bffff,891126d15d3ffff,891126d15d7ffff,891126d3003ffff,891126d3007ffff,891126d300bffff,891126d300fffff,891126d301bffff,891126d3023ffff,891126d3027ffff,891126d302bffff,891126d302fffff,891126d3033ffff,891126d3037ffff,891126d303bffff,891126d3043ffff,891126d3047ffff,891126d304bffff,891126d304fffff,891126d3057ffff,891126d3063ffff,891126d3067ffff,891126d306bffff,891126d306fffff,891126d3073ffff,891126d3077ffff,891126d307bffff,891126d3143ffff,891126d3147ffff,891126d314bffff,891126d3153ffff,891126d3157ffff,891126d315bffff,891126d316bffff,891126d317bffff,891126d31cbffff,891126d31cfffff,891126d3207ffff,891126d3223ffff,891126d3227ffff,891126d322bffff,891126d322fffff,891126d3233ffff,891126d3237ffff,891126d3287ffff,891126d32a7ffff,891126d32abffff,891126d32afffff,891126d32b3ffff,891126d32b7ffff,891126d3303ffff,891126d3307ffff,891126d330bffff,891126d330fffff,891126d3313ffff,891126d3317ffff,891126d331bffff,891126d3323ffff,891126d3327ffff,891126d332bffff,891126d332fffff,891126d3333ffff,891126d3337ffff,891126d333bffff,891126d3343ffff,891126d3347ffff,891126d334bffff,891126d334fffff,891126d3353ffff,891126d3357ffff,891126d335bffff,891126d3363ffff,891126d3367ffff,891126d336bffff,891126d336fffff,891126d3373ffff,891126d3377ffff,891126d337bffff,891126d3383ffff,891126d3387ffff,891126d338bffff,891126d338fffff,891126d3393ffff,891126d3397ffff,891126d339bffff,891126d33a3ffff,891126d33a7ffff,891126d33abffff,891126d33afffff,891126d33b3ffff,891126d33b7ffff,891126d33bbffff,891126d33c3ffff,891126d33c7ffff,891126d33cbffff,891126d33cfffff,891126d33d3ffff,891126d33d7ffff,891126d33dbffff
891126d32a7ffff,28464.215739944433,,,,,,,,,,,,,,,,,,,,,,,20021.067789605557,,,19626.673538927775,,,,,,,,,,,,,15979.140496433332,,,,,,,,,,,50257.73301702224,,,7729.839105294445,,,,,,,,,,,,,,,19173.49316057776,,,,,,,,21585.50345680553,24146.189936516643,21793.351231322198,,,,,,,,,,,,,,,,,,,18171.51376949999,,,,,,,,,,,,,,,,126032.55883539992
891126d32b7ffff,23380.14970367221,65078.59169454999,,,,,,,,,,,,,,,,,,,49704.90195416668,,19922.24091402222,,11573.240907083331,16084.496528333333,,,,,4418.839297872223,11398.448098333332,,38238.67269444446,16434.402376933333,10524.312078622224,,33735.88382896667,6378.742582955552,5509.137240288889,6207.430804866664,31055.62688666667,,,,15561.10251620555,16251.040421155552,,,,,,,,,,,,,,,,,27307.729576399994,,76137.22715413889,16490.069216483334,40520.7990301333,60251.08713353332,75900.07230376668,54311.33688493332,22355.463555522223,,23864.505172627774,19357.38290464998,,16830.67650277222,,,,15132.983186533329,,,,,,53737.891937916655,,,,65027.24204464449,65560.53356984443,,34151.77507478333,,23192.239280233334,26553.491649533342,17986.85902891111,,,,,,,,,,8229.091250605557,18260.9649901,,,17343.57405106667,15595.18340753333,
891126d3303ffff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17045.308432444446,,3747.0241010999985,49513.58710308892,,,,,,,,,10932.43475516111,,69282.44325041666,,,9088.56187197778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891126d3307ffff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36950.68384186668,16347.696841505565,,,20160.801223111113,,,,,,,,,,,,,,,,,,,2775.490385344445,,,,,14831.082351905552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891126d330bffff,,,,,16885.58427601111,,,,28016.04638528889,,,,,8903.492017000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32582.962915883334,,,,,,,,,,,,,,3467.6699079944447,,,,,,,,3613.6597083611123,,,,5290.348236522222,5343.210088844444,11306.375726877777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891126d3313ffff,,,,,,,,,,,,,,,11476.080419261107,,,,,,,,,,28570.805254599996,,24549.983563,,,,,,,,,,,,,,,,,,,,,14862.874183888893,,,,,,,,,,,,,,,,,,2577.4333802000006,,,22688.66091395557,,7694.400196894444,,,,27176.708811777768,51189.32086815557,9330.348212888886,11561.79561036111,,,,,,,,,,40679.31962686667,,,,35606.63833393334,,,,,17057.062099855553,,,,,,,,,,,,39301.36727097776,,,,,
891126d3317ffff,,8356.982063616666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6989.58933641111,5726.242065677778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891126d331bffff,,12513.030232499996,,13696.616238511104,,,,,,,,,,,,,21708.395106533342,,,,12370.78832204445,,,,,,,,,,,,,,,9144.311734405554,,7497.469930805551,,11126.820963066668,,,,,,,,,,,,,,,,,,,,,15076.45053697223,,,,,40349.62810802777,,4778.14452227778,34457.238494000005,4137.237556861111,,,,,,,14643.207509700002,,,,,,,,,,23453.266581111115,,,,,6271.423653016666,,,,,,,,,,,,,,,,9357.864366666663,,5223.11749613889,,,,
891126d3323ffff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15392.512702466674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4891.565633733334,16323.744741266662,10532.365297766662,,,,,,5473.40182161111,,12957.17890778889,7296.8688674777795,14546.912831888887,,,,,,,,,11789.53329431111,,,,12364.2295147,,11179.196538533339,11492.370693922217,,,,,,,,5496.458460811113,,,,,,,,,,,
891126d3327ffff,,16151.31808453333,,21425.40569742222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20292.736436311126,,20589.649968066675,,22762.388330538888,,,,,,,,,,,,,,,,,,,,37098.00951624444,,,,42252.97551237778,,23347.219272222224,,,11994.673739572223,31012.08704545,40940.62102293334,,,,,,,,,,,,,,,,,15854.084321677783,,42574.38672328336,,,,20408.256840533333,20761.49546465554,29574.516265700004,8326.69057363889,15162.23689053889,,57547.02308180002,,,,,,,
891126d332bffff,,,,,,,,,,,,,12689.436057161116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18050.07502013334,9894.334482044447,,9326.956135311111,2736.7009108055554,,,4538.8963093444445,,,5600.616591188888,,,,,,,,,7662.37115668889,,,7585.776621733336,7706.183515333334,,,,13891.215933816664,,,,,,,,,,,,12839.654094088895,,,,13553.22979838333,,28316.03176352222
891126d332fffff,26171.865131416667,12396.157741411113,18831.22541673333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11107.583376244447,,,,,,,,,,,,,,,,,34947.42482396668,6261.472768094444,,6933.2879648666685,,30285.7495388,,3355.2747220999995,127335.10095646665,6808.344464016668,,7844.054864294442,,8549.695953555552,,,,,,,,,,,,,,,,,,11199.655747700002,,28131.483766633355,,,7388.94123893333,,,,26912.114900299995,34184.84783116667,,,,,,,
891126d3337ffff,11440.01883927778,4032.7236141500002,,47042.498684572216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.115649111116,12408.729777188893,,3894.4252903888905,48196.095423466664,,,,,,,,,,,9459.40727639444,,,,,,,,,,,,,10787.891924950001,7545.166574088888,,1718.5261283555558,,,,,,,,,,
891126d333bffff,,,,,,,,,,,,,,,,,,,,,,,,,15782.228020961105,,,,,,,,,,,,,,,,,,15380.895429783337,,15677.808961538887,17253.002021616674,17850.5473240111,42325.47820550002,,,,,,,,,,,13892.514648833336,,,,,,,,13044.24618575555,,5185.193831611111,8417.292254116666,18493.488349933337,,6440.369279088889,,9202.421818644445,22885.006429133336,3805.0037208166673,,,,,,11386.60547783889,,,,,,,,12378.307822688894,6673.45600845,8770.940062422225,,10942.243315149995,,37118.484938266665,,,,,,,,,,,,,,,,,
891126d3343ffff,,,,,,,6795.499638783332,,4083.3319883611102,7278.669066627778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16155.469228422226,,16452.382760177774,,,,,,,,10938.880888599999,,12644.34277411666,,5000.088395399999,17042.73472323333,,,,,,,,,8022.133006922224,3616.1207436666655,,65212.95236182223,27744.78028528889,35665.157602355546,,,,,8972.37728473333,23066.127528888883,,,2786.1825459611105,3617.0339953222215,3042.337774933333,26567.96113346667,13443.621809099996,32815.16794881111,,,,,11515.107102022224,,,11403.642958400003,11716.817113788886,25450.497137022223,60325.17019923334,,,20425.549319933332,12766.902332333331,13903.66343527778,,,,14103.653687433329,12051.796635005554,8492.849003100002,6239.080311916667,12478.670621511106,4335.632583722219,9226.112989838888,,
891126d334bffff,,,,,,3736.2607780166672,,,,,,2535.7618257611116,,,,,,,,,16477.65136605,,,,,,,,,,,,,,,,,11604.332974811112,,,,,,18735.09085447223,,,,,,,,,,,4128.354108938888,,3816.769248638889,,5860.685755827777,,,,,,,,,6540.1746385888855,,11075.672940150003,,7382.198595216666,,,,,,,,7234.067990644446,,,5033.688940077778,8783.820468888889,10329.315059544444,17596.44987636667,,,,,,,,,14640.871008711116,,25956.497856255566,,,,,,,,,,,,,,,10070.337052727778,,14526.370599844438
891126d334fffff,,,,,6938.767474799999,6979.679962927773,,,16499.96079935,,,6526.209004505556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15518.161897777782,,,,,7374.708745599995,,,,,,,,,,9265.625949455565,,,,,,13657.607346366667,15480.220442633336,,,23770.968040400003,6084.675549866665,10982.883013822226,10067.377880155556,,4730.050555222222,,12447.4896007,,23870.512470855563,,,8462.812511961114,23924.83315374445,9852.627346372223,,,,,,,,,,,,,,,,,,,,,
891126d3353ffff,,16713.05087557777,,,8391.910974338887,8432.823462466664,19330.596166155556,,111441.45748485552,10148.467510922223,,15958.705008088895,11146.639710033338,,13111.909831144449,,,,,,,,,,,11293.827411922226,,,,,,,,,,,17859.430771933323,17255.66468391111,,,,,29209.19188265557,,14901.50947308333,,,,,,31686.879205411118,,9628.00302033889,28481.294731944443,28096.518077755558,14018.163844144445,33223.229419100004,28841.957973422224,23654.25566486111,,36461.263977366674,,6068.373414794446,,,57114.75549173337,,11450.064607488892,18219.228203400005,88407.88482586668,19786.08339446667,61667.615639777774,,18884.692150022216,,30654.703207644452,,,,28502.228357555552,17208.95245475,25947.32975846667,,,74493.74103080004,98799.22667999996,,23564.77479323334,,,24929.831019450008,20942.888592188898,,,12389.79463085,,53635.862751333334,18578.3021497889,,15058.4405027,,,,,13491.004151488887,,12724.774152066671,11618.589188966664,18750.71694611112,26449.594448200012,60936.92579749447,6542.558581222222,20650.28038966666,4238.151864800002
891126d3357ffff,,,,,,,,,,,,6760.760494638891,,,,,,,,,28050.785529433342,,,,,,,,,,,,,,,32396.748531233323,9453.957417488886,9152.074373477773,8763.396840955551,38344.27621721668,,13246.092592250005,,,,,,,,,,,,,4750.812204872222,,,,,,,,,,,25709.220145000007,,5785.484819177777,,5992.306668133333,,4597.6646464000005,,,,,,,,,5808.055181522222,5268.240430211112,4693.544209822222,2700.0344498555555,,3268.5395356444446,,,,,,,,,,10565.936191416671,,,,32213.8491314889,,,,,,,,6333.536626005556,,,10901.567273566669,14133.601225488888,,
891126d335bffff,18648.901246927766,34078.842033716646,,72580.80578979994,4418.8570884888895,8919.539153233334,5692.2441972277775,,41721.07165527779,,,4006.298618194445,,,26252.463643233343,,,30520.09940194445,32918.66592217779,,55855.49124913336,,17171.88867002778,14372.647811433339,,,,,,,,,,,,33549.58049123334,,18181.10884208889,20306.174282099997,50879.62181322224,,,50472.63773615004,,34242.252220944465,,19546.663205572215,,,,,,,41164.42698059999,27462.5970577,,35998.245387999996,29605.809960416667,16789.24215655556,,32593.281473549996,,5136.103590022222,,,23301.189016700017,21639.889371955553,5766.994438255554,46790.89333780558,127273.97582515006,30424.818789283345,91553.38516391667,,95666.2835794166,40377.370099266656,106972.15523882223,11770.188963788887,28661.75088699998,11978.036738305555,31863.027093333334,31757.74516180001,27697.688468566666,40028.29605720556,33549.2569958,37945.74861326666,,12014.371107744446,70528.31034258337,,,33057.314128066675,70583.59558156667,,12291.293916572224,12638.35919671111,73860.91775163884,65854.42269676669,,,9748.836888738892,,,,,13739.568717350001,,12973.338717927785,,89921.58573474997,,29961.839371916663,22669.675496883334,,28583.585554844452
891126d336fffff,,,,,,,,,,,,,,,5328.402365572222,,,2441.394464755556,,,,,,,,,,,,,,,,,,31886.561086877788,,,,,,18836.153417550002,54425.03671605003,,73754.36974842225,,41222.66159915555,,,,40422.48710313333,44797.460670511085,,,,,,,,,,,,,,139984.53690666673,,7128.403588055556,53783.24979517779,81102.62977724448,,38369.60379871112,,53115.617678355564,22884.92416793335,30244.586132250002,,,,,22908.92370981667,,,12441.630557611117,,25433.785817766675,11253.877303666668,22474.103247866675,,,,20130.20136244444,,40169.55790598333,41109.080372150005,,72242.4282608,,,,,,,,,,,,,,,,,
891126d3383ffff,,,,,,,,,,,,,,,,,,16262.467927261112,,,,,,,7414.559726933332,,,,,,,,,,,,,,,,,,14026.454271511106,,,,22210.031194477786,,,,,,,,,,,,,,,,,,,,,8840.264165366667,,12421.432277488891,,6958.46168745,,,,,,,,22500.089408611108,,,13599.40237883889,,,,13016.78933403333,,,27648.314338788892,11360.969199222218,11494.292080522218,,,3398.001853127778,11858.881118077781,3181.4781878833332,,15146.817213577779,,,,,,,,,,,,,,,
891126d338bffff,,,,,,,,,,20266.16911542221,,,123097.9734394666,,,,,,,,,,,,,,,,,,,,,,,,,,4992.414709411112,,,,,,,,,,,,,,,,,,,,,,,,,,,8409.482173400002,,,15007.428874511106,23328.195172799995,43036.1658996889,33484.680321633336,,,,,,,,,,,32593.868563899996,,,,,,19070.776070149986,18699.12415777777,16235.936187605565,,,32268.501905888894,,,50079.12708610002,,,6729.247382316669,,,13265.964711066677,,,,,,,10399.831133805554,,,6711.047581466666,
891126d338fffff,,,11582.741096383332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891126d3393ffff,,,,,,,,,,,,,,,,,,,,,,,,16086.690704388893,31437.087087,8083.7241218222225,10697.307110194444,5605.793660638891,10606.46914638889,,,,,,,,,,,,,,7202.709063666668,9392.769556566665,,23497.330565450007,17044.762853533346,5651.011478000001,,,20790.612773933335,23122.21541303335,,,,,,,13266.812730461115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6665.313836222224,,17101.989337144452,,,,
891126d3397ffff,,,,,,,,,,,,,,,,,,,,,11457.234226005558,,,13890.059543733338,,11169.328676488893,6442.599036377777,35727.82801466666,6715.916280227777,,,,,,,19612.292790455544,,,15444.888277933329,10213.266867027778,,,3906.428026433334,,8406.683116377779,,5957.306594944446,2576.9055919055554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28468.971764799997,15181.818429283332,7226.661163905557,4844.082477850001,25571.87658433333,,27297.062333527778,,,,,6960.525398983332,,15544.539452088884,,9050.484022105553,,,,21652.28350156666,
891126d339bffff,,,,,,,,,,,,,,,,,,,,,8904.090967761113,,,,,,4842.41609008889,,,,,,,,,5255.176187372223,2507.0892819,,6342.947862222223,,,,8702.701187094444,,26998.84415655001,,11300.172731866673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12509.347574849999,18837.3809701,,,19444.539135700004,5467.513127494443,,,,,,,,,,,,,,,
891126d33abffff,,16733.616828444443,,9550.394420233333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11856.165083933332,,12153.078615688892,,,,,,,,,,,,,,,,,,,,,,8542.982960866664,,17348.318215511117,,10633.362628583334,,7165.47923318889,,9326.4105564,,5068.404363400001,17208.20524885,8065.4531585055565,,,,,,,,,,,,,20071.978604300002,,,7417.512969299999,,,,,,,,,,,,,,,,,,,
891126d33afffff,18109.65579535001,4349.266126294445,,99692.85860411111,,,,,,,,,,,,,,13199.160945483336,,,,,,,,,,,,,,,,,,,,,,,,,15293.531641538895,,,,17763.18353576666,,7644.390773444444,,,,,,,,,,,,,,,,,,,,,12735.958519744452,11128.078166644447,,4371.534048155559,26083.629602955567,6532.465371366667,22965.764730066672,21277.862183199995,20622.31354026666,5271.507973472222,,,,,,,,10536.86632378333,,,10760.850187616665,,,,21083.41074303335,21709.75905381111,,27576.772338966675,,,,1877.4378466277778,8178.251598377781,,,,,18775.101951355555,,,,,,,
891126d33c3ffff,18618.544524688878,,,18114.8447252111,,,,,17647.55638784445,,,,,,,,,,41615.68597235,,56882.17587655557,,43753.35309916667,11196.892271911112,,31013.06552936667,,13387.023927277776,,,24390.17638368889,,,12016.345866194439,,25787.26758031667,,6503.11678407222,7283.015907299996,,,21194.270005688893,,,,,32958.95573872222,,,,,,27064.740600683326,27779.454904444447,,,7407.8526644500025,13208.133346488888,6601.498894238888,,23094.663678022214,33059.8048144,,,,11132.899423761117,,,9327.821945322226,17110.932087122226,9623.911178505557,,,,,,23479.664483099998,,11947.680016066664,,,,,5789.274220527777,,6357.779306316667,,35803.65162290001,,,,32068.956419150003,,9115.53837705,,,10458.042031538893,8333.012172761115,,13146.16269843333,,,12130.834414650006,,,,,,26155.01665575557,3771.361664700001,11196.6669241,24845.604309944443,41599.77283699998,2860.7252297944437
891126d33c7ffff,,,,,,,,,9552.968129444445,,,,,,,,,,14083.449477105549,,20615.766593333334,,,,,,,,,9577.003252561111,,,,,,21244.22012708334,,,10091.774745811117,18127.831875377775,8023.900208177779,9528.5831242,22822.6570096,,,,,,,,,,,,7990.70291747778,,,,,,,,,,,78913.71974422224,,,12455.625842722227,69178.70518533333,,7145.832462183334,,,,,8639.823217588886,,,6162.616241483333,,9086.670136405557,8511.973916016666,,4318.7433583,7086.9692418388895,,,,29758.52461388335,7456.3202344555575,15179.28623151111,,,17607.622383633334,,14282.378222466668,,,30351.66970375558,,,,,,,,13104.136038933328,,,14941.093595166663,6698.582289388888,25831.11552019445,10953.504775500003
891126d33cbffff,,,,,,,,,,,,,,,13374.102009372229,,,,14274.271631472226,,,,,,,,,,,,,,,,,8998.132167461114,,,,10534.844123688892,,,,,,,,,,,,,,,,,,,,,,,,,,11664.222120716677,,,9371.806279927781,,,,,38293.76865649998,,31179.087564100017,,,11991.664350672218,3824.9707229222226,,,,4180.818637488888,3980.057458611112,,,24089.159149688898,,,,10733.636474322222,,,,,,,,7791.412429577778,,,,,,,,18214.46031813333,,,6057.183116911112,,7145.618974783329,
891126d33cfffff,,,,16599.155347677774,,,,,38273.04258808333,,,,,,,,,,16112.599772461097,,,13252.615818361104,,10988.914032872222,,,,13179.045688238886,,11606.153547916665,,,,,,,,,7075.037668261107,22186.13246608889,,11557.73341955556,,,13737.39233191111,,,,,,,,,6637.7265199777785,,,,16303.91413388889,17068.995740844446,,26190.444465422224,9812.841597300001,,,,10104.548408577786,,,,,,30774.638513888876,,,,,,,,4264.256629655555,4438.835951005555,14376.621049155554,,23142.909001333326,12101.918732361115,10377.219260022219,,10484.90586270556,,,7012.462139238891,,,8907.560138011111,,22776.899543533324,9429.691016355557,,,6365.103110177777,,,,,,13479.149670583338,11427.292618155558,27871.064719866667,38823.83556442225,48687.82208352222,,16135.324320149997,5719.309655383331,27247.1833746
891126d33d3ffff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6255.821282200001,5216.878647866666,,,,,,,,,,,,,,,,6619.010791244446,,,,,,42300.393435999984,,4489.717114672223,,,24529.64072731668,,,9247.11184771111,9631.383237505557,18537.822566666666,5396.540427405554,,,,,,,,15834.958157433328,9351.791836177776,30809.16727175001,20461.367761488887,33024.26688788889,14666.67926328889,,,,,,10475.619160805547,21217.884084211106,,32627.648538100013,,8577.490826994444,20154.16260281668,,,,,,,,,,,26994.272294500002,20095.746868166672,17334.322930399998,49497.676035149976,,3474.6556901388885,3183.215738111111
891126d33d7ffff,,,,17701.53904901665,12377.863057272223,,,,,,,,,,,,,,,11701.125789888885,17343.289401200003,,,10404.083091188888,24852.518929622216,35581.06728757778,36459.79176303334,23291.736269044446,12489.979523505548,,,,,,,10044.321240955558,24929.682764311114,6941.34118401111,17839.327375100005,14855.354683244446,,15784.689056266676,,,,45362.38554431111,31673.895863633337,,,,28344.911864577785,,,,,,19046.31397223333,8323.77884271111,17433.606431811095,,13267.04400847778,,,,23933.040558233348,114616.10124685006,10376.282287544436,51666.11255034445,26743.548807383333,30473.06694168334,18050.252926299996,50639.44848822222,,18689.594317449984,,30132.41814395555,,,23068.748679744433,7548.730627627774,,,,,21002.23215918333,,11798.84371703333,23148.189223716665,,,10143.023582222218,51476.01072553332,,25202.080826299993,,91205.0078394,29573.841527999997,15306.226253033343,,28130.570079733356,,,,,,,,25422.46478333333,57344.89186222221,,23390.106518799992,33961.118639738896,,9952.059102922225
891126d33dbffff,,,,,,,,,,10924.82037122778,,,,,,,,,35637.84307556667,12413.301965672212,46919.104381916666,12037.712396811105,,,,,,,,,,19166.23458897777,,,,19809.42468353333,,18042.00994057777,11146.070410300003,40699.26758702777,8838.147081983328,25813.562111749994,52686.25300551667,,31386.82266471112,,,64696.97703684445,,,,,,16336.55398526667,7224.9473345,,22582.602288711114,33724.4155731,25594.648573666665,,34746.426436866655,,13029.991277333336,19751.55773772223,,,,,,63039.44900283334,,6267.319950772221,,,,,,,,,,,7923.82205922222,11860.624598511109,,,,,,,,,,,12972.923603538893,,36618.24837883335,,,,,,,,,,,36772.67093149999,10959.162191600002,16213.751288622227,30986.083094088888,29765.06563061111,6451.1622532,
